asset,timestamp,open,high,low,close,adjusted_close,volume,corporate_action,source,source_timestamp,ingested_at
VNQ,2004-09-29,49.849998474121094,49.9900016784668,49.84000015258789,49.849998474121094,19.495878219604492,205800,,yahoo-finance-chart-api-v8,2004-09-29T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-09-30,50.0,50.33000183105469,49.9900016784668,50.25,19.652320861816406,27900,,yahoo-finance-chart-api-v8,2004-09-30T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-01,50.349998474121094,51.25,50.25,51.18000030517578,20.016033172607422,129800,,yahoo-finance-chart-api-v8,2004-10-01T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-04,51.38999938964844,51.54999923706055,51.38999938964844,51.400001525878906,20.102081298828125,8100,,yahoo-finance-chart-api-v8,2004-10-04T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-05,51.400001525878906,51.5,51.349998474121094,51.38999938964844,20.098173141479492,11900,,yahoo-finance-chart-api-v8,2004-10-05T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-06,51.5,51.630001068115234,51.4900016784668,51.630001068115234,20.192028045654297,9300,,yahoo-finance-chart-api-v8,2004-10-06T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-07,51.650001525878906,51.650001525878906,51.099998474121094,51.099998474121094,19.984745025634766,7900,,yahoo-finance-chart-api-v8,2004-10-07T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-08,51.56999969482422,51.56999969482422,51.25,51.349998474121094,20.0825252532959,16400,,yahoo-finance-chart-api-v8,2004-10-08T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-11,51.5,51.5,51.099998474121094,51.150001525878906,20.004301071166992,4500,,yahoo-finance-chart-api-v8,2004-10-11T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-12,51.20000076293945,51.31999969482422,51.0,51.31999969482422,20.07079315185547,3600,,yahoo-finance-chart-api-v8,2004-10-12T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-13,51.54999923706055,51.58000183105469,51.45000076293945,51.45000076293945,20.12162971496582,2500,,yahoo-finance-chart-api-v8,2004-10-13T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-14,51.45000076293945,51.86000061035156,51.45000076293945,51.849998474121094,20.278076171875,19200,,yahoo-finance-chart-api-v8,2004-10-14T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-15,52.099998474121094,52.380001068115234,52.08000183105469,52.380001068115234,20.485353469848633,9800,,yahoo-finance-chart-api-v8,2004-10-15T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-18,52.349998474121094,52.79999923706055,52.290000915527344,52.65999984741211,20.594844818115234,4000,,yahoo-finance-chart-api-v8,2004-10-18T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-19,52.79999923706055,53.0,52.380001068115234,52.380001068115234,20.485353469848633,6200,,yahoo-finance-chart-api-v8,2004-10-19T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-20,52.29999923706055,52.29999923706055,51.63999938964844,52.130001068115234,20.387569427490234,5500,,yahoo-finance-chart-api-v8,2004-10-20T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-21,52.029998779296875,52.65999984741211,52.029998779296875,52.65999984741211,20.594844818115234,7400,,yahoo-finance-chart-api-v8,2004-10-21T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
VNQ,2004-10-22,52.650001525878906,52.900001525878906,52.2400016784668,52.2400016784668,20.43059730529785,69900,,yahoo-finance-chart-api-v8,2004-10-22T13:30:00+00:00,2026-08-26T07:37:50.702586+00:00
